SALE|20260515|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|NO|0.00
SALE|20260515|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|NO|0.00
SALE|20260515|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|NO|0.00
SALE|20260515|blaine|test|12345|2020|Toyota|RAV4|SUV|Blue|45120|24500.00|0.05|100.00|495.00|26320.00|NO|0.00
SALE|20260515|BLAINE|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|NO|0.00
SALE|20260515|blaine|gmail|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|NO|0.00
SALE|20260515|blaine|test|88990|2018|Tesla|Model 3|CAR|White|60200|28995.00|0.05|100.00|0.00|31039.75|NO|0.00
SALE|20260515|blaine|test|44901|2012|Honda|Civic|CAR|Gray|103221|6995.00|0.05|100.00|0.00|7739.75|NO|0.00
SALE|20260515|blaine|test|10112|1993|Ford|Explorer|SUV|Red|525123|995.00|0.05|100.00|0.00|1439.75|NO|0.00
SALE|20260515|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|NO|0.00
SALE|20260515|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|495.00|19489.75|NO|0.00
SALE|20260515|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|495.00|19489.75|NO|0.00
SALE|20260515|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|495.00|19489.75|NO|0.00
SALE|20260515|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|495.00|19489.75|NO|0.00
SALE|20260515|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|495.00|19489.75|NO|0.00
